Topic,Words,Frequency,Class
-1,"useless, service, customer, talk, talking",1,Melinda Mills
2,"atten, department, lack, calls, complaint",1,Melinda Mills
0,"divyanshu, osmhe, quickly, thanku, really",1,Kathy Stevenson
1,"spoken, executive, helpful, polite, good",1,Kathy Stevenson
17,"thank, service, customer, thanks, care",1,Kathy Stevenson
35,"talking, nice, pleasure, talk, nexxt",1,Kathy Stevenson
-1,"siru201d, u201c, knew, worthless, logistic",1,Blake Davis
0,"giving, querry, compensate, commit, headphones",3,Blake Davis
2,"interacting, mt, disconnect, supporting, hold",1,Blake Davis
41,"supportive, nice, person, executive, support",1,Blake Davis
-1,"easily, costumer, resolved, happy, talk",1,Kelly Singh
0,"fast, fraud, check, sellers, talking",2,Kelly Singh
43,"impressed, talking, nice, executive, conversation",1,Kelly Singh
0,"madam, needed, provided, information, thanks",1,Chelsea Crawford
0,"punish, enquire, pre, packet, opened",1,Jennifer Webster
3,"agent, male, excillent, prefer, talkative",2,Jennifer Webster
-1,"feel, happy, talk, talking, customer",1,Michelle Garrison
36,"talk, nice, comfortable, deal, feel",1,Michelle Garrison
39,"happy, support, executive, customer, im",1,Michelle Garrison
0,"jbl, harman, earphone, goodtimes, tune125bt",1,Susan Salazar
17,"youcustomer, thank, thanks, service, care",1,Susan Salazar
42,"talking, good, sport, talk, excutive",1,Susan Salazar
50,"explanation, happy, talking, nice, mam",1,Susan Salazar
0,"yr, didn, clock, commenting, beacause",1,Richard Smith
10,"cut, totally, bad, service, care",1,Richard Smith
-1,"guidance, super, exicutive, got, satisfied",1,Dillon Miller
2,"directly, rejected, hold, talked, care",1,John Gonzalez
5,"executives, helpful, care, customer, executive",1,John Gonzalez
16,"talk, nice, care, customer, talking",1,John Gonzalez
44,"goodand, costomer, understanding, coustomer, agent",1,John Gonzalez
19,"timei, satisfied, resolved, happy, problem",1,Victoria Douglas
0,"beed, superbuye, orientation, extreeeeeeeemly, frequently",1,Ashley Rush
3,"team, happy, agent, support, agents",1,Ashley Rush
5,"helpful, care, executive, customer, good",1,Terri Nelson
18,"person, good, excellent, attend, best",1,Terri Nelson
40,"service, good, customer, , ",1,Terri Nelson
43,"accountable, trained, talking, nice, executive",1,Terri Nelson
2,"centrepresently, trimmer, 110, authorised, km",1,Michelle Moore
6,"supporting, care, good, support, customer",1,Michelle Moore
2,"helpknowingly, servicethey, disconnect, poor, dont",1,Brandy Johnson
22,"bcoz, feeling, politely, satisfied, im",1,Brandy Johnson
47,"talk, good, nice, nicely, ",1,Brandy Johnson
-1,"fools, read, earned, hiring, wasting",1,Virginia Mccormick
0,"returning, return, raised, getting, pick",1,Virginia Mccormick
2,"wantedly, supervisors, ignored, sadly, comment",1,Virginia Mccormick
0,"significant, indicated, concerning, specified, accord",1,Paul Johnson
45,"bast, servicevery, best, service, wonder",1,Paul Johnson
-1,"nice, person, care, customer, talk",1,Stephanie Lewis
0,"authorize, donot, shopzillamy, yearsfrist, turned",3,Stephanie Lewis
3,"fir, consent, agent, really, happy",1,Stephanie Lewis
0,"size, product, plz, fit, option",3,Nathan Nguyen
6,"company, excellent, support, care, customer",1,Nathan Nguyen
9,"increased, instructions, following, instead, solution",1,Nathan Nguyen
10,"personi, dead, unhappy, costumer, bad",1,Nathan Nguyen
-1,"communicate, language, available, care, executive",1,Jessica Williams
0,"rvp, seal, tag, tagbut, u00c0point",2,Jessica Williams
21,"tgey, dumb, executives, experience, novice",1,Jessica Williams
1,"clever, erlier, hopeless, hi, ur",1,Vincent Nguyen
0,"heartedthanks, hier, queriesi, minakshi, soft",1,Sarah Newton
4,"shit, care, customer, good, experience",1,Sarah Newton
0,"pm, 10, respect, related, helped",1,Bradley Lyons
-1,"liked, lot, helped, way, really",1,Aaron Edwards
0,"5kg, atta, missing, allthis, attempted",1,Aaron Edwards
-1,"geniune, employeehe, phenomenalhe, smart, intelligent",2,Hunter Hoffman
0,"krat, officially, netsuper, pioneers, innocent",4,Kenneth Henderson
35,"vanktesh, cce, nice, talk, talking",1,Kenneth Henderson
-1,"executives, like, support, service, good",1,Rachel Smith MD
-1,"supportivekeep, skillsthanku, custom, hiring, people",1,Alexis Campbell
0,"dilivery, make, pretend, patner, delete",1,Alexis Campbell
15,"behavior, polite, support, executive, good",1,Alexis Campbell
48,"issuethanks, path, lot, guide, appreciate",1,Alexis Campbell
-1,"support, service, customer, talk, talking",1,Sara Moreno
15,"humble, support, executive, customer, supportive",1,Sara Moreno
-1,"sole, cere, costumer, thanks, talking",2,Melissa Castillo
0,"problems, executives, solve, time, shopzilla",1,Melissa Castillo
4,"care, good, customer, experience, services",1,Melissa Castillo
13,"amazing, experience, excellent, service, awesome",1,Melissa Castillo
-1,"support, service, good, executive, customer",1,Natasha Hunter
0,"se, karo, plzorder, karn, delay",2,Natasha Hunter
56,"nice, care, support, customer, services",1,Natasha Hunter
-1,"personnel, behaviour, good, talk, talking",1,Brian Mcguire
0,"enforce, panelize, misleading, list, images",2,Brian Mcguire
30,"himthank, guide, recently, mr, kind",1,Brian Mcguire
3,"helping, agent, nice, customer, agents",1,Franklin Dixon
13,"excellent, service, customer, awesome, amazing",1,Franklin Dixon
47,"talk, good, nice, nicely, ",1,Franklin Dixon
57,"spoke, polite, person, knowledgeble, lovely",1,Franklin Dixon
-1,"frausted, communication, query, listen, understood",1,Elizabeth Williams
-1,"language, option, experience, talk, care",2,Amanda Sloan
0,"thank, shopzilla, care, customer, product",1,Amanda Sloan
7,"person, good, muchh, thise, toking",1,Amanda Sloan
10,"uneducated, service, customer, bad, poor",1,Amanda Sloan
11,"happy, service, customer, satisfied, unhappy",1,Amanda Sloan
0,"contacted, manufacturing, datei, spoilt, donewhereas",1,Joshua Franklin
3,"iss, tone, nd, agent, great",1,Joshua Franklin
11,"satisfied, service, customer, happy, unhappy",1,Joshua Franklin
40,"service, good, customer, , ",1,Joshua Franklin
-1,"experienced, thats, feedback, giving, delivered",1,Adam Hammond
2,"feedbackbut, executivemr, disconnectedbqz, 5and, transfered",1,Adam Hammond
5,"execution, cooperative, helpfull, love, kind",2,Adam Hammond
35,"talking, time, good, nice, pleasure",1,Adam Hammond
19,"companys, heshe, rules, careless, issues",1,Dominique Roberts
26,"talking, nice, talk, love, resolutionthank",1,Dominique Roberts
-1,"kindness, grateful, supportive, communication, agent",1,Jon Moore
0,"mehroon, thingabout, motorola, colour, mobile",1,Jon Moore
24,"resolved, problem, executive, customer, issue",1,Jon Moore
3,"job, great, agent, agents, knowledgeable",1,Cynthia Sheppard
0,"teameveryone, teammy, superior, unaddressi, unaddressedbed",2,Karen Vasquez
3,"rest, workgood, himani, egift, himaniimporve",1,Karen Vasquez
-1,"bonus, leaps, bounds, starting, loose",2,Daniel Davis
0,"fr, bt, early, courier, morning",3,Daniel Davis
33,"worst, service, customer, seen, script",1,Daniel Davis
1,"humble, great, talk, executive, good",1,Jeffrey Ross
12,"nice, service, customer, good, helpful",1,Jeffrey Ross
3,"pathetic, agent, agents, knowledgeable, resolution",1,Steven Nelson
15,"sport, best, help, executive, support",1,Steven Nelson
40,"service, good, customer, , ",1,Steven Nelson
-1,"response, care, customer, talk, talking",1,Zachary Reyes
-1,"cere, members, costumer, thankyou, use",1,Christina Hines MD
0,"granted, visionmission, productcustomer, wrt, excel",1,Christina Hines MD
2,"frequent, issueno, callwasted, disconnecting, 15",1,Katherine Kirby
10,"poor, quality, solved, problem, service",1,Katherine Kirby
0,"1000, complain, breach, revised, evidence",1,Linda Foster
10,"supported, slow, customer, care, bad",1,Linda Foster
15,"supported, team, executive, support, good",1,Linda Foster
16,"literally, feel, really, talk, nice",1,Linda Foster
36,"talk, comfortable, deal, nice, feel",1,Linda Foster
37,"experience, talking, good, style, language",1,Linda Foster
48,"sister, wished, feels, real, day",1,Linda Foster
0,"timely, available, information, delivery, product",1,Daniel Ball
12,"service, good, customer, nice, helpful",1,Daniel Ball
28,"reside, greetings, karnataka, stopped, hindi",1,Daniel Ball
0,"manner, thanks, polite, shopzilla, service",1,Vicki Moon
1,"nice, executive, helpful, polite, good",1,Vicki Moon
0,"coustumer, sellerfraudulent, activities, excellent, bad",2,Lisa Johnson
26,"talk, nice, love, resolutionthank, aarjavplease",1,Lisa Johnson
47,"talk, good, nice, nicely, ",1,Lisa Johnson
-1,"humble, helpful, person, talk, talking",1,Sara Hall
26,"sir, nice, talking, talk, love",1,Sara Hall
-1,"english, consultant, doesnt, talked, know",1,Daniel Martin
0,"onlu, rated, worsti, pick, method",3,Daniel Martin
18,"best, person, good, excellent, attend",1,Daniel Martin
-1,"sir, help, thanks, talking, nice",1,Jeffrey White
0,"easyfone, andexecutives, helpfulnow, partners, needful",2,Jeffrey White
41,"behaviour, support, executive, good, great",1,Jeffrey White
-1,"acsecutive, interacted, friendly, love, coustomer",2,Darren Watson
0,"brothers, earbuds, birthday, package, brother",1,Darren Watson
1,"understood, gave, properly, proper, concern",2,Darren Watson
2,"require, facing, exchange, helped, regarding",1,Darren Watson
3,"begging, dsat, dent, knew, value",1,Darren Watson
4,"officer, guy, care, good, customer",1,Darren Watson
9,"initiative, finally, 4th, calling, took",1,Darren Watson
0,"exucatives, satishfy, coordination, card, services",1,Amanda Proctor
8,"hard, reach, service, executive, customer",1,Amanda Proctor
15,"hearted, kind, support, executive, customer",1,Amanda Proctor
-1,"power, queries, having, solve, use",2,Michael Cooper
0,"maintaining, soo, professional, hope, services",2,Michael Cooper
9,"slove, nd, thanks, problem, service",1,Michael Cooper
57,"polite, person, talking, nice, knowledgeble",1,Michael Cooper
-1,"interaction, nice, care, executive, customer",1,Michelle Hart
0,"main, completely, mistake, language, request",1,Michelle Hart
-1,"server, says, thankyou, details, open",1,Kelsey Massey
0,"quoted, 2448, knowledgewht, disagree, total",3,Kelsey Massey
2,"drops, issuefor, example, mr, senior",1,Kelsey Massey
7,"person, good, muchh, thise, toking",1,Kelsey Massey
20,"idea, best, service, good, customer",1,Kelsey Massey
-1,"feedback, solve, problem, care, good",1,Craig Hall
0,"kick, concerns, faced, disconnect, costomer",1,Craig Hall
0,"reduced, provides, decreased, gives, flexible",1,Thomas Adams
10,"handling, poor, issues, service, bad",1,Thomas Adams
0,"allowing, verify, feels, havent, sell",2,Amy Gonzalez
29,"nice, person, thanx, lovely, happing",1,Amy Gonzalez
38,"behaviour, person, good, mindblowing, tolking",1,Amy Gonzalez
-1,"quick, job, politely, sir, got",3,Virginia Lane
1,"deserves, appreciation, helpful, executive, polite",1,Virginia Lane
4,"friendlyand, hand, helping, care, good",1,Virginia Lane
17,"saport, thanks, care, thank, service",1,Virginia Lane
20,"service, good, customer, sapoot, maners",1,Virginia Lane
41,"support, executive, good, great, executiveproblem",1,Virginia Lane
50,"100percent, satisfied, thank, talk, mam",1,Virginia Lane
0,"royal, embarrassed, informationyou, informationif, yearsi",1,Lisa May
3,"cut, solve, agent, problem, agents",1,Holly Glover
16,"customers, talk, good, talking, conversation",1,Holly Glover
29,"nice, person, thanx, lovely, happing",1,Holly Glover
-1,"customerscontinuously, executivesdont, stay, common, minimum",1,Karen Carr
0,"warrantyunhappy, digit, bothwill, remote, supplier",1,Karen Carr
11,"feel, representative, happy, satisfied, service",1,Karen Carr
-1,"resolve, time, issue, care, good",1,David Todd
0,"wellnot, processingthen, acceptedpoor, based, return",1,David Todd
1,"behavior, executive, good, helpful, polite",1,David Todd
53,"helpfulappreciating, effort, person, helpful, gd",1,David Todd
9,"mattress, unlike, mentioned, cancelled, cancel",1,Lauren Dominguez
-1,"realy, dealing, representative, helped, lot",1,Anthony Rocha
25,"service, good, customer, hole, job",1,Anthony Rocha
37,"behaviour, talking, good, style, language",1,Anthony Rocha
46,"staff, assisted, patience, superb, skills",1,Tonya Watts
-1,"handled, query, talk, support, person",1,Tyler Duran
1,"supportive, polite, support, executive, helpful",1,Tyler Duran
-1,"disappointed, im, solved, problem, service",1,Luis Ramsey
10,"poor, service, customer, bad, provided",1,Luis Ramsey
36,"talk, nice, comfortable, deal, feel",1,Luis Ramsey
43,"talking, executive, good, customer, conversation",1,Luis Ramsey
29,"nice, person, thanx, lovely, happing",1,William Mueller
-1,"workthanks, loyal, honest, talk, support",1,Dylan Day
-1,"telephonic, chatting, automated, educate, answers",1,Nicholas Payne
46,"staff, helpful, supportive, supporting, assisted",1,Nicholas Payne
0,"penalized, incorrect, providing, sellers, information",1,Michele Kramer
1,"good, executive, helpful, polite, nice",1,Jessica Kelly
4,"care, good, service, customer, experience",1,Jessica Kelly
-1,"talking, good, talk, customer, support",1,Christopher Roberson
-1,"natural, skill, communication, happy, talking",1,Joshua Foster
44,"coustomer, happy, talking, costomer, care",1,Brian Williams
0,"goodthe, really, resolved, return, issue",1,Randy Finley
1,"did, able, query, resolve, executive",1,Randy Finley
7,"person, good, muchh, thise, toking",1,Randy Finley
39,"becouse, helpfull, happy, really, support",1,Randy Finley
-1,"uu, cause, inconvenience, repeat, sorry",1,Andre Hunter
3,"helpful, agent, agents, knowledgeable, resolution",1,Andre Hunter
-1,"skill, feel, better, people, talking",2,Daniel Dalton
-1,"executiveu2026horrible, allegedly, lying, girl, said",1,Christine Castro
0,"cheated, pathetic, customers, didnt, plays",1,Christine Castro
31,"center, discuss, ms, answer, brand",1,Christine Castro
0,"telecaller, slov, specially, costumer, minutes",2,Timothy Wilson
4,"care, good, service, customer, experience",1,Timothy Wilson
21,"proper, experience, care, executive, customer",1,Timothy Wilson
0,"return, buying, product, did, mentioned",1,Savannah Keller
2,"cut, care, customer, disconnected, senior",1,Savannah Keller
-1,"nd, costumer, humble, resolved, issue",1,Elizabeth Guerra
0,"step, action, promises, door, class",2,Elizabeth Guerra
21,"compliant, raised, executive, customer, experience",1,Elizabeth Guerra
30,"solving, fast, appreciated, amazing, guy",1,Elizabeth Guerra
0,"supervisor, parson, chandar, loed, parkash",2,Laura Beck
2,"incharge, forward, staffs, responded, respond",1,Laura Beck
12,"loves, products, service, good, customer",1,Laura Beck
13,"excellent, service, customer, awesome, amazing",1,Laura Beck
15,"choose, option, easy, support, executive",1,Laura Beck
0,"packing, old, new, ones, neglected",1,Jessica Henderson
1,"excelent, reply, executive, helpful, polite",1,Jessica Henderson
2,"associates, helpfulinterms, sleeping, attentive, cx",1,Jessica Henderson
36,"talk, nice, comfortable, deal, feel",1,Jessica Henderson
0,"orders, new, showing, return, pickup",1,Jeremy Little
1,"efficient, effective, time, executive, helpful",1,Jeremy Little
0,"incorrect, rule, sort, products, strict",1,David Meza MD
1,"supportive, conversation, time, executive, helpful",1,David Meza MD
2,"forwarded, phone, issues, care, customer",1,David Meza MD
27,"talking, nice, costomer, easily, supporting",1,David Meza MD
